,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
0,52453,,,,,,8,4,4,0.5,34.3,6.4,14.1,0.451,1.6,4.0,0.406,6.0,7.1,0.842,0.8,3.0,3.8,6.8,3.4,1.4,0.0,0.5,1.9,7.3,20.4,-2.1,35.8,3,0,35.3,914,906,913,689,76,126,126,660,232,286,234,26,42,345,743,557,619,28,46,184,1252,467,811,10,72,1122,84,227,39,85,1
1,52456,,,,,,8,4,4,0.5,28.6,5.6,13.6,0.413,0.8,2.8,0.273,3.5,5.0,0.7,2.4,5.3,7.6,0.9,2.4,0.6,0.9,1.0,3.9,5.5,15.5,-2.1,28.1,3,0,27.8,914,906,913,689,326,209,152,949,611,514,899,171,131,970,126,136,116,973,197,781,222,86,55,46,205,1122,269,227,39,248,1
2,52458,,,,,,8,4,4,0.5,26.6,3.3,9.4,0.347,2.1,5.8,0.37,2.3,2.6,0.857,0.0,2.5,2.5,1.4,0.9,0.3,0.5,0.9,2.9,3.0,10.9,-1.1,17.3,0,0,18.4,914,906,913,689,426,636,434,1301,101,98,409,365,465,272,1434,734,980,685,1006,1263,425,162,258,291,473,938,722,512,39,623,1
3,52449,,,,,,8,4,4,0.5,23.0,3.1,7.4,0.424,0.9,3.0,0.292,1.3,1.8,0.714,1.5,2.8,4.3,1.5,1.8,0.6,0.1,0.5,2.1,1.1,8.4,-1.0,16.2,0,0,16.5,914,906,913,689,626,664,637,878,544,454,840,734,728,904,319,653,511,627,421,781,1053,467,642,1013,684,902,776,512,39,725,1
4,52455,,,,,,8,4,4,0.5,23.6,2.3,6.5,0.346,0.3,1.8,0.143,1.6,2.6,0.619,0.6,2.4,3.0,2.8,1.3,1.3,0.3,0.3,2.8,2.8,6.4,0.0,17.4,0,0,15.4,914,906,913,689,599,911,739,1302,1000,775,1143,574,465,1181,850,800,821,284,691,227,770,937,301,366,875,702,717,512,39,781,1
5,52459,,,,,,8,4,4,0.5,22.8,2.1,6.5,0.327,1.3,3.6,0.345,0.0,0.0,0.0,0.4,2.5,2.9,1.0,1.0,0.5,0.1,0.4,0.9,0.4,5.5,-1.9,11.3,0,0,11.9,914,906,913,689,645,946,739,1373,360,360,553,1448,1471,1448,1107,734,871,850,849,913,1053,708,1370,1430,991,1077,1056,512,39,986,1
6,52452,,,,,,8,4,4,0.5,11.0,1.6,2.5,0.65,0.0,0.0,0.0,1.0,1.9,0.533,1.1,2.1,3.3,0.1,0.9,0.3,0.1,0.1,1.4,2.0,4.3,0.1,8.6,0,0,8.4,914,906,913,689,1280,1114,1336,54,1178,1370,1178,855,688,1303,477,895,754,1465,1006,1263,1053,1224,1135,581,1142,682,1229,512,39,1218,1
7,52292,,,,,,7,4,3,0.571,30.7,6.7,17.9,0.376,1.4,4.9,0.294,9.4,11.6,0.815,1.4,3.6,5.0,2.0,3.1,1.3,0.9,0.9,3.0,7.3,24.3,5.6,36.6,0,0,37.0,934,906,1000,544,215,104,34,1170,292,190,826,2,3,446,350,415,382,444,66,216,228,169,194,9,24,117,77,512,39,63,1
8,52492,,,,,,7,7,0,1.0,30.6,7.3,14.9,0.49,1.4,3.4,0.417,1.3,1.4,0.9,3.9,5.6,9.4,1.1,1.9,1.4,0.7,1.1,2.7,2.3,17.3,9.6,34.9,2,0,33.6,934,810,1493,1,218,72,103,412,292,391,197,715,870,164,17,115,42,796,378,168,290,67,321,490,141,39,102,281,39,107,1
9,52286,,,,,,7,4,3,0.571,29.9,6.0,14.3,0.42,0.7,3.1,0.227,2.6,3.3,0.783,0.7,2.7,3.4,3.9,2.3,1.4,0.9,0.6,2.7,2.7,15.3,6.0,29.8,0,0,27.9,934,906,1000,544,256,152,122,902,643,445,1037,303,329,601,781,665,704,157,222,168,228,410,321,374,214,92,218,512,39,244,1
10,52494,,,,,,7,7,0,1.0,29.8,4.4,12.6,0.352,1.7,6.7,0.255,1.0,1.3,0.778,0.9,5.9,6.7,2.7,2.0,1.6,0.1,0.4,3.0,2.3,11.6,10.1,26.8,1,0,26.1,934,810,1493,1,263,393,203,1277,204,50,939,855,925,617,663,96,182,293,295,121,1014,605,194,490,428,32,319,359,39,301,1
11,52488,,,,,,7,7,0,1.0,25.9,4.1,11.9,0.349,1.3,5.9,0.22,3.1,3.7,0.846,0.9,2.0,2.9,3.9,1.9,0.9,0.1,0.3,1.9,2.3,12.7,11.4,23.1,1,0,22.7,934,810,1493,1,465,452,242,1287,345,93,1050,214,273,321,663,918,875,157,378,546,1014,888,822,490,360,22,443,359,39,424,1
12,52487,,,,,,7,7,0,1.0,22.9,4.7,6.3,0.75,0.0,0.0,0.0,2.0,2.3,0.875,2.6,3.7,6.3,1.9,1.0,0.4,0.1,0.1,3.0,2.1,11.4,6.9,22.5,1,0,20.7,934,810,1493,1,632,343,775,18,1178,1370,1178,419,556,220,100,377,219,508,849,1047,1014,1195,194,543,432,76,467,359,39,508,1
13,52294,,,,,,7,4,3,0.571,20.2,3.3,7.4,0.442,2.0,4.6,0.438,1.3,2.7,0.474,0.3,4.3,4.6,0.6,2.1,0.4,1.4,0.1,2.1,2.6,9.9,7.1,19.6,0,0,20.7,934,906,1000,544,763,631,630,733,114,225,154,715,446,1388,1216,264,453,1166,273,1047,82,1195,635,411,555,69,599,512,39,508,1
14,26614,,,,,,7,7,0,1.0,24.6,3.3,9.0,0.365,0.4,1.7,0.25,3.6,4.9,0.735,0.4,3.3,3.7,2.4,1.7,0.6,0.3,0.4,2.3,3.0,10.6,1.0,19.5,0,0,18.9,934,810,1493,1,538,631,456,1226,862,794,944,169,149,831,1036,487,628,349,441,859,733,605,546,291,494,517,604,512,39,601,1
15,52295,,,,,,7,4,3,0.571,15.9,2.3,3.7,0.615,0.0,0.0,0.0,1.1,2.1,0.533,2.0,3.3,5.3,0.1,1.3,1.0,1.9,0.4,3.6,2.0,5.7,6.9,19.6,0,0,16.9,934,906,1000,544,1021,900,1162,81,1178,1370,1178,804,583,1303,181,487,347,1457,674,366,47,605,95,581,959,76,601,512,39,711,1
16,52291,,,,,,7,4,3,0.571,25.2,2.0,4.0,0.5,0.7,1.6,0.455,1.1,1.4,0.8,0.9,4.1,5.0,2.0,1.7,0.3,0.7,0.0,2.0,2.0,5.9,4.4,16.1,0,0,15.6,934,906,1000,544,506,970,1103,329,643,841,129,804,870,503,663,291,382,444,441,1234,290,1310,693,581,944,165,777,512,39,774,1
17,52287,,,,,,7,4,3,0.571,20.5,2.9,7.3,0.392,1.4,5.3,0.27,0.3,0.3,1.0,1.0,2.7,3.7,0.4,1.4,0.6,0.4,0.4,2.6,0.6,7.4,-1.7,14.1,1,0,15.0,934,906,1000,544,750,738,646,1099,292,136,911,1347,1419,1,525,665,628,1282,581,859,516,605,404,1322,757,1051,874,359,39,797,1
18,52293,,,,,,7,4,3,0.571,19.6,1.3,3.7,0.346,0.3,0.9,0.333,1.1,2.0,0.571,1.0,3.1,4.1,0.9,1.0,1.1,0.4,0.1,1.4,1.7,4.0,-2.3,14.0,0,0,12.4,934,906,1000,544,793,1221,1162,1302,979,1058,601,804,608,1257,525,534,539,981,849,296,516,1195,1105,723,1162,1155,882,512,39,940,1
19,52289,,,,,,7,4,3,0.571,13.1,1.9,3.7,0.5,0.3,0.7,0.4,1.1,2.0,0.571,2.3,3.0,5.3,0.0,0.7,0.1,0.3,0.4,1.9,1.4,5.1,-2.7,12.1,0,0,11.6,934,906,1000,544,1179,1041,1162,329,979,1100,252,804,608,1257,146,557,347,1479,1124,1374,733,605,822,847,1040,1236,1005,512,39,1015,1
20,52495,,,,,,7,7,0,1.0,18.1,1.4,4.3,0.333,0.4,1.3,0.333,1.1,1.4,0.8,0.1,1.7,1.9,1.0,0.7,0.7,0.1,0.4,1.9,1.1,4.4,2.4,10.0,0,0,9.4,934,810,1493,1,887,1178,1058,1325,862,927,601,804,870,503,1375,1071,1202,850,1124,687,1014,605,822,1007,1126,320,1142,512,39,1147,1
21,52288,,,,,,7,4,3,0.571,9.1,0.9,2.0,0.429,0.0,0.1,0.0,1.7,2.6,0.667,0.9,1.1,2.0,0.3,0.7,0.0,0.6,0.7,2.7,2.9,3.4,-0.4,7.3,0,0,6.9,934,906,1000,544,1378,1375,1384,827,1178,1280,1178,545,484,1047,663,1285,1129,1381,1124,1421,389,261,321,347,1232,803,1304,512,39,1311,1
22,26613,,,,,,7,7,0,1.0,11.6,0.6,3.4,0.167,0.3,1.3,0.222,0.6,0.6,1.0,1.3,1.1,2.4,0.6,1.0,0.4,0.3,0.3,1.3,1.1,2.0,-1.3,6.9,0,0,6.7,934,810,1493,1,1253,1449,1210,1517,979,927,1043,1163,1287,1,397,1285,1016,1166,849,1047,733,888,1175,1007,1404,967,1325,512,39,1324,1
23,52490,,,,,,7,7,0,1.0,10.8,1.3,3.4,0.375,0.1,0.7,0.2,0.7,1.1,0.625,0.4,0.4,0.9,0.6,0.3,0.7,0.0,0.0,1.0,1.1,3.4,-0.6,7.2,0,0,6.4,934,810,1493,1,1291,1221,1210,1172,1095,1100,1058,1059,1003,1156,1036,1507,1460,1166,1455,687,1252,1310,1273,1007,1232,836,1313,512,39,1339,1
24,52493,,,,,,7,7,0,1.0,11.9,0.7,3.0,0.238,0.4,1.9,0.231,1.3,1.7,0.75,0.0,1.0,1.0,0.3,0.4,0.6,0.0,0.0,1.1,0.9,3.1,-4.7,6.1,0,0,6.0,934,810,1493,1,1239,1406,1260,1481,862,746,1026,715,747,740,1434,1316,1402,1381,1361,859,1252,1310,1244,1174,1263,1443,1369,512,39,1357,1
25,52148,,,,,,6,4,2,0.667,32.2,5.8,14.2,0.412,0.8,2.7,0.313,2.0,2.7,0.75,0.5,2.0,2.5,6.3,1.8,2.8,0.0,0.7,2.7,4.7,14.5,5.2,33.7,0,0,29.8,963,906,1151,270,155,181,125,953,565,529,754,419,457,740,951,918,980,38,382,11,1252,291,341,91,252,131,127,512,39,183,1
26,52257,,,,,,6,3,3,0.5,24.9,6.3,12.5,0.507,2.8,6.2,0.459,1.5,1.8,0.818,1.0,2.0,3.0,1.7,2.2,1.5,0.3,0.0,3.0,3.5,17.0,5.0,26.4,0,0,28.2,963,987,1000,689,526,127,206,314,33,75,123,610,699,429,525,918,821,559,264,131,636,1310,194,208,151,135,332,512,39,232,1
27,52149,,,,,,6,4,2,0.667,25.8,3.7,8.0,0.458,0.0,0.0,0.0,4.5,5.2,0.871,4.0,7.2,11.2,1.2,2.2,1.2,0.5,0.7,5.8,6.2,11.8,2.8,29.8,4,0,27.5,963,906,1151,270,471,540,562,596,1178,1370,1178,91,123,241,13,35,16,785,264,285,425,291,5,28,412,272,214,193,39,257,1
28,52508,,,,,,6,4,2,0.667,21.6,3.5,5.5,0.636,0.0,0.0,0.0,2.0,2.7,0.75,2.7,5.2,7.8,0.3,1.7,0.7,2.7,0.7,2.5,2.8,9.0,8.7,27.2,1,0,23.8,963,906,1151,270,696,573,871,65,1178,1370,1178,419,457,740,88,149,107,1330,457,726,10,291,421,350,622,47,300,359,39,390,1
29,52216,,,,,,6,2,4,0.333,23.8,3.3,5.8,0.571,0.2,0.8,0.2,2.7,3.7,0.727,1.8,3.8,5.7,0.3,1.5,1.0,2.5,0.0,4.0,2.7,9.5,2.2,25.8,0,0,22.7,963,1123,913,1205,586,615,840,135,1074,1061,1058,278,277,863,242,357,297,1330,533,366,16,1310,28,381,580,349,354,512,39,425,1
30,52150,,,,,,6,4,2,0.667,22.2,4.2,7.7,0.543,0.8,3.2,0.263,3.2,4.0,0.792,0.8,3.5,4.3,0.3,1.5,1.7,0.0,0.0,2.7,2.7,12.3,-1.5,21.5,0,0,21.2,963,906,1151,270,668,445,596,210,565,438,932,211,222,560,683,422,486,1330,533,92,1252,1310,341,381,377,1001,515,512,39,483,1
31,52497,,,,,,6,4,2,0.667,23.2,4.3,8.7,0.5,1.0,2.8,0.353,1.5,2.2,0.692,1.8,3.8,5.7,1.2,1.5,0.5,0.3,0.0,2.5,2.8,11.2,3.3,20.7,0,0,20.7,963,906,1151,270,620,415,494,329,440,494,497,610,579,1000,242,357,297,785,533,913,636,1310,421,350,449,236,553,512,39,512,1
32,52534,,,,,,6,3,3,0.5,21.4,4.0,7.5,0.533,0.2,0.7,0.25,1.3,1.8,0.727,2.3,5.2,7.5,1.3,1.0,0.7,0.3,0.5,1.5,2.0,9.5,-3.5,22.5,1,0,20.5,963,987,1000,689,703,472,621,236,1074,1110,944,688,699,863,133,149,126,695,849,726,636,467,1039,581,580,1351,465,359,39,522,1
33,52210,,,,,,6,2,4,0.333,25.1,3.0,6.7,0.45,0.0,1.2,0.0,1.2,1.2,1.0,0.3,3.3,3.7,5.8,2.3,1.7,0.2,0.8,1.8,2.3,7.2,4.3,23.5,0,0,20.3,963,1123,913,1205,512,683,716,668,1178,958,1178,792,981,1,1145,463,639,52,206,92,955,177,837,473,788,167,429,512,39,531,1
34,52552,,,,,,6,2,4,0.333,19.6,4.0,10.2,0.393,1.7,4.7,0.357,1.0,1.2,0.857,0.5,2.7,3.2,0.7,1.2,1.7,0.2,1.0,1.5,1.0,10.7,1.7,19.8,0,0,19.8,963,1123,913,1205,792,472,367,1090,212,211,467,855,981,272,951,675,785,1082,762,92,955,86,1039,1056,485,430,594,512,39,558,1
35,52113,,,,,,6,3,3,0.5,23.2,4.2,9.5,0.439,1.7,3.5,0.476,2.2,2.8,0.765,1.2,1.8,3.0,1.7,1.0,0.5,0.2,0.2,2.7,2.3,12.2,-7.2,19.3,0,0,19.8,963,987,1000,689,622,445,422,763,212,377,108,390,415,695,466,1009,821,559,849,913,955,1152,341,473,384,1530,620,512,39,558,1
36,52264,,,,,,6,3,3,0.5,16.4,2.7,4.5,0.593,0.0,0.0,0.0,1.2,1.3,0.875,4.5,2.0,6.5,0.5,1.2,1.2,1.0,0.5,2.2,1.2,6.5,-0.8,20.4,0,0,17.8,963,987,1000,689,991,780,1023,106,1178,1370,1178,792,903,220,6,918,201,1197,762,285,148,467,621,991,853,878,562,512,39,656,1
37,52546,,,,,,6,3,3,0.5,22.9,3.0,7.0,0.429,0.8,3.0,0.278,2.0,2.3,0.857,2.0,2.7,4.7,0.7,1.0,0.5,0.7,0.3,2.2,1.7,8.8,-4.0,17.9,0,0,17.3,963,987,1000,689,638,683,673,827,565,454,884,419,535,272,181,675,442,1082,849,913,315,772,621,734,639,1383,689,512,39,683,1
38,52107,,,,,,6,3,3,0.5,21.3,3.3,8.8,0.377,1.7,5.0,0.333,2.5,3.2,0.789,0.5,2.0,2.5,0.5,1.2,0.7,0.2,0.5,1.0,3.3,10.8,5.2,15.9,0,0,17.2,963,987,1000,689,708,615,478,1163,212,167,601,311,346,572,951,918,980,1197,762,726,955,467,1273,235,476,131,791,512,39,695,1
39,52222,,,,,,6,2,4,0.333,11.9,3.3,5.0,0.667,1.0,1.5,0.667,1.3,1.5,0.889,1.0,2.3,3.3,0.2,1.0,0.2,1.3,0.3,3.3,1.8,9.0,2.8,16.8,1,0,16.5,963,1123,913,1205,1236,615,938,32,440,854,18,688,837,192,525,813,727,1446,849,1358,94,772,127,656,622,272,756,359,39,725,1
40,52185,,,,,,6,2,4,0.333,17.5,2.2,6.3,0.342,0.7,2.0,0.333,0.5,1.0,0.5,1.3,3.2,4.5,1.2,0.3,1.0,0.5,1.0,1.2,1.2,5.5,-2.7,16.8,0,0,14.8,963,1123,913,1205,923,935,766,1314,662,682,601,1194,1038,1317,380,523,462,785,1415,366,425,86,1239,991,991,1227,754,512,39,812,1
41,52460,,,,,,6,4,2,0.667,20.9,2.0,3.7,0.545,0.0,0.0,0.0,0.5,1.3,0.375,2.3,3.7,6.0,0.5,0.7,1.5,0.3,0.5,3.7,1.3,4.5,-0.8,17.3,0,0,14.7,963,906,1151,270,733,970,1170,195,1178,1370,1178,1194,903,1425,133,385,247,1197,1152,131,636,467,76,900,1115,878,727,512,39,817,1
42,52537,,,,,,6,3,3,0.5,21.9,3.0,5.7,0.529,0.3,0.7,0.5,1.0,1.7,0.6,0.2,2.2,2.3,3.0,1.7,0.8,0.0,0.3,2.0,2.2,7.3,0.2,15.5,0,0,14.7,963,987,1000,689,684,683,853,253,926,1110,56,855,762,1204,1355,884,1038,242,457,563,1252,772,693,536,767,677,812,512,39,817,1
43,52115,,,,,,6,3,3,0.5,26.7,2.5,7.5,0.333,1.8,4.7,0.393,0.5,1.0,0.5,0.3,1.7,2.0,0.8,1.8,1.3,0.0,0.3,0.7,1.8,7.3,-3.5,13.2,0,0,14.7,963,987,1000,689,413,816,621,1325,166,211,288,1194,1038,1317,1145,1077,1129,989,382,191,1252,772,1425,656,767,1351,940,512,39,817,1
44,52145,,,,,,6,4,2,0.667,26.4,3.5,7.2,0.488,2.0,4.7,0.429,0.7,1.0,0.667,0.5,1.3,1.8,0.7,0.7,0.0,0.2,0.2,2.5,1.3,9.7,-1.8,12.7,0,0,14.5,963,906,1151,270,435,573,660,419,114,211,167,1084,1038,1047,951,1203,1207,1082,1152,1421,955,1152,421,900,568,1069,969,512,39,826,1
45,52258,,,,,,6,3,3,0.5,18.0,2.0,5.5,0.364,0.2,1.3,0.125,2.2,3.2,0.684,0.5,3.2,3.7,1.7,2.0,0.8,0.3,0.3,2.7,2.7,6.3,2.0,14.7,0,0,14.2,963,987,1000,689,891,970,871,1230,1074,912,1155,390,346,1016,951,523,639,559,295,563,636,772,341,381,878,357,843,512,39,848,1
46,52535,,,,,,6,3,3,0.5,15.8,3.0,6.0,0.5,1.5,3.2,0.474,1.3,1.8,0.727,0.3,1.8,2.2,0.7,1.0,0.3,0.2,0.2,1.8,1.7,8.8,1.2,12.9,0,0,14.2,963,987,1000,689,1029,683,802,329,262,438,111,688,699,863,1145,1009,1096,1082,849,1151,955,1152,837,734,639,497,953,512,39,848,1
47,52215,,,,,,6,2,4,0.333,23.2,3.0,8.2,0.367,1.3,4.3,0.308,0.8,1.2,0.714,0.7,1.8,2.5,0.5,2.0,0.5,0.3,1.0,1.7,1.2,8.2,2.0,12.4,0,0,14.2,963,1123,913,1205,620,683,545,1219,325,255,780,978,981,904,804,1009,980,1197,295,913,636,86,945,991,699,357,985,512,39,848,1
48,52539,,,,,,6,3,3,0.5,20.6,1.5,5.7,0.265,0.7,2.5,0.267,1.5,1.8,0.818,1.0,5.2,6.2,1.0,1.8,0.3,0.2,0.2,1.7,1.8,5.2,0.8,13.7,0,0,14.0,963,987,1000,689,745,1141,853,1447,662,566,920,610,699,429,525,149,241,850,382,1151,955,1152,945,656,1034,548,895,512,39,857,1
49,52177,,,,,,6,2,4,0.333,21.0,2.3,6.3,0.368,0.3,1.2,0.286,0.2,0.2,1.0,0.8,3.3,4.2,1.8,2.0,0.3,0.8,0.0,1.3,0.5,5.2,0.5,14.4,0,0,13.8,963,1123,913,1205,728,885,766,1213,926,958,855,1416,1458,1,683,463,536,516,295,1151,236,1310,1149,1346,1034,595,857,512,39,873,1
50,52545,,,,,,6,3,3,0.5,19.0,2.5,7.0,0.357,1.3,3.5,0.381,0.7,1.2,0.571,0.5,1.2,1.7,1.8,1.5,1.0,0.0,0.5,2.0,1.7,7.0,-2.5,13.3,0,0,13.8,963,987,1000,689,832,816,673,1254,325,377,339,1084,981,1257,951,1278,1251,516,533,366,1252,467,693,734,801,1191,928,512,39,873,1
51,52500,,,,,,6,4,2,0.667,18.2,2.5,7.2,0.349,0.2,2.0,0.083,0.5,1.2,0.429,1.8,3.2,5.0,1.2,1.3,0.7,0.2,0.7,4.5,1.2,5.7,0.2,14.6,0,0,13.7,963,906,1151,270,884,816,660,1288,1074,682,1174,1194,981,1405,242,523,382,785,629,726,955,291,17,991,966,677,851,512,39,879,1
52,52103,,,,,,6,3,3,0.5,18.1,2.2,5.3,0.406,0.3,1.2,0.286,1.8,2.5,0.733,1.2,2.5,3.7,0.3,0.3,0.8,0.3,0.7,1.8,2.2,6.5,-1.5,14.6,0,0,13.2,963,987,1000,689,890,935,894,994,926,958,855,496,494,841,466,734,639,1330,1415,563,636,291,837,536,853,1001,852,512,39,904,1
53,52263,,,,,,6,3,3,0.5,15.3,1.5,3.2,0.474,0.0,0.0,0.0,1.2,1.7,0.7,1.0,2.3,3.3,2.5,1.3,1.0,0.2,0.7,1.7,1.8,4.2,0.3,14.1,0,0,12.3,963,987,1000,689,1061,1141,1249,493,1178,1370,1178,792,762,970,525,813,727,334,629,366,955,291,945,656,1150,632,875,512,39,948,1
54,52261,,,,,,6,3,3,0.5,17.0,2.2,4.5,0.481,0.0,0.2,0.0,0.2,0.3,0.5,1.8,2.5,4.3,1.2,1.3,0.5,0.5,0.2,3.2,1.5,4.5,2.7,13.1,0,0,12.0,963,987,1000,689,955,935,1023,447,1178,1268,1178,1416,1402,1317,242,734,486,785,629,913,425,1152,164,806,1115,288,943,512,39,968,1
55,52547,,,,,,6,3,3,0.5,15.7,2.3,4.5,0.519,0.0,0.2,0.0,0.3,0.7,0.5,1.2,3.2,4.3,0.7,0.7,0.5,0.3,0.3,1.5,0.5,5.0,2.7,13.0,0,0,11.7,963,987,1000,689,1033,885,1023,280,1178,1268,1178,1312,1236,1317,466,523,486,1082,1152,913,636,772,1039,1346,1058,288,950,512,39,1003,1
56,52255,,,,,,6,3,3,0.5,22.2,0.7,4.2,0.16,0.5,2.2,0.231,1.0,1.7,0.6,1.0,2.5,3.5,1.7,1.5,0.5,0.5,0.0,2.0,1.5,2.8,1.2,11.0,0,0,10.5,963,987,1000,689,669,1415,1079,1525,776,661,1026,855,762,1204,525,734,680,559,533,913,425,1310,693,806,1313,497,1068,512,39,1073,1
57,52485,,,,,,6,6,0,1.0,9.4,1.7,3.2,0.526,0.0,0.0,0.0,0.8,1.2,0.714,2.0,2.3,4.3,0.2,0.5,0.3,0.3,0.7,2.5,2.3,4.2,2.7,11.1,0,0,10.0,963,843,1493,1,1361,1097,1249,264,1178,1370,1178,978,981,904,181,813,486,1446,1273,1151,636,291,421,473,1150,288,1064,512,39,1102,1
58,52106,,,,,,6,3,3,0.5,11.7,2.0,5.0,0.4,0.5,1.7,0.3,1.2,1.5,0.778,0.7,1.3,2.0,1.0,0.8,0.2,0.2,0.3,3.2,1.7,5.7,1.5,9.7,0,0,9.8,963,987,1000,689,1246,970,938,1025,776,804,803,792,837,617,804,1203,1129,850,1035,1358,955,772,164,734,966,448,1164,512,39,1123,1
59,52503,,,,,,6,4,2,0.667,12.1,1.0,3.3,0.3,0.0,0.2,0.0,2.0,2.2,0.923,1.2,1.3,2.5,0.2,1.0,1.2,0.2,0.2,2.0,1.8,4.0,-1.5,10.3,0,0,9.3,963,906,1151,270,1229,1293,1222,1404,1178,1268,1178,419,579,139,466,1203,980,1446,849,285,955,1152,693,656,1162,1001,1124,512,39,1153,1
60,52191,,,,,,6,2,4,0.333,15.9,1.3,5.5,0.242,0.0,0.5,0.0,0.5,0.8,0.6,0.8,2.7,3.5,1.7,1.7,0.3,0.0,0.5,2.2,2.0,3.2,-1.2,9.2,0,0,9.0,963,1123,913,1205,1023,1205,871,1480,1178,1158,1178,1194,1152,1204,683,675,680,559,457,1151,1252,467,621,581,1261,941,1187,512,39,1173,1
61,52543,,,,,,6,3,3,0.5,13.2,2.0,5.0,0.4,0.3,1.7,0.2,0.8,2.0,0.417,0.0,0.8,0.8,1.0,0.7,0.5,0.0,0.5,1.0,1.8,5.2,-1.3,8.5,0,0,8.3,963,987,1000,689,1171,970,938,1025,926,804,1058,978,608,1411,1434,1405,1466,850,1152,913,1252,467,1273,656,1034,977,1240,512,39,1221,1
62,52139,,,,,,6,4,2,0.667,11.0,1.5,4.3,0.346,0.3,0.5,0.667,1.2,1.3,0.875,0.5,1.5,2.0,1.0,0.5,0.2,0.0,0.2,0.8,1.2,4.5,-0.5,8.4,0,0,8.2,963,906,1151,270,1282,1141,1051,1302,926,1158,18,792,903,220,951,1142,1129,850,1273,1358,1252,1152,1381,991,1115,817,1247,512,39,1235,1
63,52109,,,,,,6,3,3,0.5,14.3,1.2,5.0,0.233,0.2,1.7,0.1,0.3,0.5,0.667,0.0,0.8,0.8,2.7,1.2,0.7,0.0,0.2,1.8,1.7,2.8,0.3,8.7,0,0,7.8,963,987,1000,689,1115,1266,938,1485,1074,804,1166,1312,1305,1047,1434,1405,1466,303,762,726,1252,1152,837,734,1313,632,1220,512,39,1257,1
64,52141,,,,,,6,4,2,0.667,9.4,1.2,3.3,0.35,0.5,1.3,0.375,0.0,0.0,0.0,0.5,1.8,2.3,0.3,0.8,0.0,0.2,0.2,1.5,0.5,2.8,-0.5,5.8,0,0,6.3,963,906,1151,270,1363,1266,1222,1281,776,912,362,1448,1471,1448,951,1009,1038,1330,1035,1421,955,1152,1039,1346,1313,817,1384,512,39,1345,1
65,52209,,,,,,6,2,4,0.333,12.5,1.0,3.0,0.333,0.0,0.7,0.0,0.3,0.3,1.0,0.2,1.5,1.7,1.2,0.8,0.3,0.2,0.2,1.0,0.5,2.3,0.0,6.8,0,0,6.2,963,1123,913,1205,1208,1293,1260,1325,1178,1110,1178,1312,1402,1,1355,1142,1251,785,1035,1151,955,1152,1273,1346,1382,702,1332,512,39,1353,1
66,52296,,,,,,6,4,2,0.667,10.0,0.7,1.7,0.4,0.0,0.5,0.0,1.2,1.3,0.875,0.0,1.0,1.0,1.3,1.0,0.7,0.0,0.3,1.8,2.0,2.5,2.3,6.7,0,0,6.2,963,906,1151,270,1323,1415,1443,1025,1178,1158,1178,792,903,220,1434,1316,1402,695,849,726,1252,772,837,581,1358,330,1335,512,39,1353,1
67,52457,,,,,,6,3,3,0.5,5.6,0.2,3.0,0.056,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.2,0.2,0.0,0.0,0.3,0.5,0.3,0.3,0.0,1.2,0,0,1.2,963,987,1000,689,1495,1541,1260,1545,1178,981,1178,1448,1471,1448,1145,1523,1497,1446,1498,1421,1252,772,1471,1446,1553,702,1561,512,39,1563,1
68,56101,,,,,,5,1,4,0.2,31.4,4.8,13.0,0.369,1.8,4.6,0.391,3.0,4.0,0.75,0.2,3.8,4.0,7.4,3.4,2.6,0.2,0.6,1.2,4.2,14.4,-3.2,35.3,0,0,33.2,1020,1301,913,1414,187,322,173,1210,177,219,296,228,222,740,1297,361,552,19,44,16,860,362,1210,126,261,1318,92,512,39,119,1
69,52359,,,,,,5,3,2,0.6,29.6,6.0,16.0,0.375,1.8,7.2,0.25,5.4,7.2,0.75,2.2,3.4,5.6,1.8,2.8,1.8,0.2,1.6,3.6,6.2,19.2,7.0,31.8,0,0,32.4,1020,987,1151,443,269,152,59,1172,177,30,944,48,40,740,154,445,306,525,110,72,860,13,87,25,95,70,174,512,39,134,1
